event_type,initial_speed,plate_x,plate_z,pitch_name,pitch_type
hit_into_play,92.574,0.329,2.18,Two-seam FB,FT
hit_into_play,92.4,-0.659,2.89,Sinker,SI
swinging_strike,91.9,0.079,2.977,Two-seam FB,FT
foul,92.2,0.252,2.386,Four-seam FB,FF
foul,99.7,-0.154,2.571,Four-seam FB,FF
hit_into_play,93.3,-0.244,2.394,Four-seam FB,FF
foul,80.396,0.843,1.512,Slider,SL
hit_into_play,84.307,-0.317,0.999,Changeup,CH
hit_into_play,82.5,0.718,1.015,Changeup,CH
hit_into_play,88.3,0.009,2.619,Four-seam FB,FF
hit_into_play,91.6,-0.174,2.433,Two-seam FB,FT
foul,94.98,-0.305,3.055,Four-seam FB,FF
hit_into_play,86.598,-0.72,1.785,Changeup,CH
hit_into_play,82.4,-0.052,1.847,Slider,SL
hit_into_play,81.9,0.198,2.184,Changeup,CH
hit_into_play,95.2,0.213,3.009,Four-seam FB,FF
hit_into_play,88.8,-0.595,3.441,Four-seam FB,FF
swinging_strike,89.1,0.811,1.269,Slider,SL
hit_into_play,91.9,-0.85,2.238,Sinker,SI
hit_into_play,94.2,-0.561,1.484,Two-seam FB,FT
foul,88.3,0.951,2.493,Changeup,CH
swinging_strike,91.8,1.179,2.195,Four-seam FB,FF
swinging_strike,84.1,0.702,1.792,Changeup,CH
hit_into_play,91.1,-0.362,2.391,Four-seam FB,FF
hit_into_play,90.583,-0.969,2.571,Four-seam FB,FF
foul,93.8,1.35,2.51,Four-seam FB,FF
hit_into_play,84.5,0.337,2.013,Slider,SL
swinging_strike,90.6,0.311,2.988,Four-seam FB,FF
foul,92.1,0.278,2.151,Four-seam FB,FF
swinging_strike,66.57,0.779,2.127,Curveball,CU
foul,83.9,0.661,1.952,Slider,SL
hit_into_play,89.6,0.154,3.26,Sinker,SI
foul,94.8,-0.527,3.227,Four-seam FB,FF
foul,81.6,0.223,1.578,Slider,SL
foul,89.4,0.573,3.022,Four-seam FB,FF
hit_into_play,92.6,-0.305,2.041,Sinker,SI
swinging_strike,84.5,-0.243,1.409,Changeup,CH
hit_into_play,93.4,-0.756,1.306,Two-seam FB,FT
hit_into_play,88.8,0.517,2.338,Two-seam FB,FT
swinging_strike,87.9,1.106,1.526,Cutter,FC
foul,84.7,-0.27,2.877,Cutter,FC
foul,91.8,-0.452,1.573,Cutter,FC
hit_into_play,82.712,0.244,2.835,Slider,SL
swinging_strike,76.8,0.832,1.514,Curveball,CU
foul,80.971,0.685,2.159,Slider,SL
hit_into_play,78.5,0.238,1.523,Curveball,CU
foul,94,0.229,2.472,Two-seam FB,FT
foul,95.9,0.22,2.08,Four-seam FB,FF
hit_into_play,86.21,-0.93,2.408,Changeup,CH
swinging_strike,84.3,1.32,1.46,Changeup,CH
foul,94.1,0.259,2.179,Sinker,SI
foul,79,-0.603,2.108,Knuckle Curve,KC
hit_into_play,88.5,-0.7,2.582,Sinker,SI
swinging_strike,80.3,0.398,-0.439,Curveball,CU
foul,92.9,-1.181,2.37,Sinker,SI
foul,91.2,0.545,2.874,Four-seam FB,FF
foul,77.1,-0.313,2.059,Curveball,CU
swinging_strike,85.4,0.395,0.777,Slider,SL
hit_into_play,95.1,-0.73,2.37,Two-seam FB,FT
foul,83.7,1.1,1.654,Slider,SL
swinging_strike,93.9,0.986,1.309,Four-seam FB,FF
foul,91.9,1.054,2.793,Four-seam FB,FF
hit_into_play,93.4,-1.059,2.617,Sinker,SI
foul,95.7,0.22,1.93,Four-seam FB,FF
foul,91.5,-0.157,2.301,Four-seam FB,FF
hit_into_play,96.6,-0.381,3.067,Four-seam FB,FF
foul,93.1,0.123,3.103,Four-seam FB,FF
hit_into_play,93.5,0.343,2.299,Sinker,SI
hit_into_play,85.3,0.458,2.539,Cutter,FC
foul,91.066,-0.973,3.064,Cutter,FC
foul,90.2,0.85,2.315,Two-seam FB,FT
hit_into_play,92.1,0.551,2.179,Two-seam FB,FT
swinging_strike,94.5,-0.07,3.15,Four-seam FB,FF
foul,92.2,-1.927,2.761,Sinker,SI
swinging_strike,87.6,1.963,1.358,Slider,SL
swinging_strike,78.7,-0.114,3.115,Slider,SL
foul,89.9,0.926,2.528,Four-seam FB,FF
hit_into_play,84.23,-0.107,2.333,Cutter,FC
hit_into_play,90.6,0.388,2.734,Four-seam FB,FF
foul,91,-0.214,2.827,Four-seam FB,FF
foul,83.8,-0.4,2.56,Slider,SL
foul,90.2,0.143,2.025,Four-seam FB,FF
hit_into_play,79.8,0.494,2.72,Changeup,CH
foul,89.6,0.45,1.427,Cutter,FC
swinging_strike,81.2,-0.969,3.505,Slider,SL
foul,83.539,0.179,0.997,Slider,SL
foul,92.962,1.122,2.559,Four-seam FB,FF
swinging_strike,76.6,1.014,1.236,Slider,SL
foul,79.5,-0.27,2.69,Slider,SL
hit_into_play,82.2,-0.269,2.286,Changeup,CH
foul,93.8,-1.176,2.673,Four-seam FB,FF
foul,93.789,0.311,1.578,Sinker,SI
hit_into_play,94.1,-0.652,3.057,Sinker,SI
hit_into_play,96.5,0.441,3.463,Four-seam FB,FF
hit_into_play,91.2,-1.509,2.389,Four-seam FB,FF
swinging_strike,80.2,1.36,2.15,Knuckle Curve,KC
hit_into_play,94.711,-1.223,2.805,Four-seam FB,FF
foul,94.1,0.541,2.253,Four-seam FB,FF
foul,95,-0.375,2.677,Two-seam FB,FT
hit_into_play,93.07,-1.199,2.729,Four-seam FB,FF
foul,91.2,-1.063,3.289,Four-seam FB,FF
hit_into_play,93.638,-0.546,2.255,Four-seam FB,FF
foul,71.563,-0.076,1.444,Curveball,CU
hit_into_play,92.6,-0.82,2.565,Two-seam FB,FT
foul,94.9,0.408,2.968,Sinker,SI
swinging_strike,92.2,0.697,2.301,Two-seam FB,FT
swinging_strike,83.4,0.381,1.168,Changeup,CH
hit_into_play,85.406,0.736,1.492,Slider,SL
foul,92.6,0.802,2.962,Four-seam FB,FF
hit_into_play,86.425,0.019,2.687,Splitter,FS
hit_into_play,84.2,1.256,2.315,Slider,SL
swinging_strike,86.8,1.699,1.654,Slider,SL
foul,82.3,-0.92,1.79,Knuckle Curve,KC
hit_into_play,88.5,-0.991,2.743,Cutter,FC
foul,83.4,0.275,1.951,Slider,SL
swinging_strike,80.6,-0.415,0.74,Curveball,CU
foul,92.8,0.644,2.636,Four-seam FB,FF
swinging_strike,92.9,-0.163,3.62,Four-seam FB,FF
foul,83.54,0.101,2.968,Slider,SL
foul,74.2,-0.591,1.488,Curveball,CU
foul,85,0.41,1.75,Cutter,FC
swinging_strike,77.5,0.593,1.861,Slider,SL
hit_into_play,87.1,0.172,2.62,Slider,SL
hit_into_play,89.6,-1.015,2.857,Sinker,SI
hit_into_play,95.419,-0.931,2.189,Four-seam FB,FF
foul,92.839,0.853,2.732,Four-seam FB,FF
foul,91.1,-0.762,3.054,Four-seam FB,FF
hit_into_play,86.6,0.176,2.179,Cutter,FC
foul,83.833,-1.086,2.807,Changeup,CH
hit_into_play,80.6,0.221,2.179,Slider,SL
foul,91.2,0.739,1.841,Four-seam FB,FF
swinging_strike,85.4,0.063,3.466,Sinker,SI
hit_into_play,91.9,0.291,2.699,Sinker,SI
foul,93.504,0.585,2.959,Four-seam FB,FF
foul,82.5,-0.436,2.927,Changeup,CH
hit_into_play,89.5,0.651,2.284,Two-seam FB,FT
swinging_strike,94.592,-1.057,2.267,Four-seam FB,FF
foul,91,0.007,1.088,Cutter,FC
foul,82.6,-0.756,3.272,Changeup,CH
foul,83.051,0.414,2.816,Cutter,FC
swinging_strike,81.3,-1.139,0.903,Changeup,CH
foul,95.7,0.854,2.147,Four-seam FB,FF
swinging_strike,83.5,0.85,0.815,Slider,SL
foul,91.1,-0.521,2.541,Two-seam FB,FT
hit_into_play,80.9,-0.203,2.631,Changeup,CH
foul,91,0.216,2.528,Four-seam FB,FF
hit_into_play,81.6,-0.245,2.249,Slider,SL
foul,93.73,0.324,3.182,Four-seam FB,FF
swinging_strike,82.35,-0.46,1.169,Slider,SL
swinging_strike,90.5,0.839,1.788,Slider,SL
hit_into_play,88.6,-0.491,2.734,Sinker,SI
swinging_strike,89.1,0.735,1.177,Changeup,CH
swinging_strike,73.781,0.382,1.833,Slider,SL
hit_into_play,83.6,0.59,2.322,Cutter,FC
hit_into_play,89.4,0.177,2.594,Sinker,SI
swinging_strike,94.196,-0.445,3.541,Four-seam FB,FF
swinging_strike,83.4,1.188,1.375,Splitter,FS
swinging_strike,92.6,1.24,1.85,Sinker,SI
hit_into_play,93.4,-0.49,2.392,Two-seam FB,FT
hit_into_play,99.279,0.127,1.656,Four-seam FB,FF
foul,91,1.279,2.663,Four-seam FB,FF
swinging_strike,90.5,0.645,1.476,Four-seam FB,FF
foul,91.682,-1.529,1.851,Four-seam FB,FF
foul,94.101,-0.361,2.147,Four-seam FB,FF
foul,82.267,-0.085,2.865,Changeup,CH
hit_into_play,84.1,0.612,2.374,Cutter,FC
swinging_strike,85.4,1.09,0.886,Splitter,FS
foul,86.4,-0.3,1.767,Slider,SL
swinging_strike,83.96,-0.556,1.615,Slider,SL
swinging_strike,80.7,1.039,1.935,Splitter,FS
hit_into_play,79.868,-0.181,1.499,Curveball,CU
foul,90.5,0.729,2.089,Four-seam FB,FF
swinging_strike,87.1,1.07,2.98,Cutter,FC
hit_into_play,92.054,0.414,3.91,Four-seam FB,FF
hit_into_play,90.13,1.026,1.825,Four-seam FB,FF
hit_into_play,90.616,-0.355,2.065,Sinker,SI
foul,87.8,0.457,2.413,Sinker,SI
foul,85.2,0.826,2.05,Slider,SL
hit_into_play,85.857,0.196,1.426,Slider,SL
foul,89.9,0.638,1.744,Four-seam FB,FF
hit_into_play,85.2,0.172,1.915,Cutter,FC
foul,90.2,0.076,2.049,Sinker,SI
hit_into_play,82.349,0.368,2.409,Cutter,FC
foul,90.9,-0.408,1.936,Sinker,SI
foul,90.1,-0.084,1.767,Two-seam FB,FT
hit_into_play,87.302,0.297,3.569,Four-seam FB,FF
foul,94.6,-0.244,3.106,Four-seam FB,FF
foul,90.426,-0.777,2.562,Changeup,CH
hit_into_play,91.1,-0.336,2.724,Sinker,SI
swinging_strike,92.069,0.298,4.087,Cutter,FC
foul,97.8,-0.075,2.541,Four-seam FB,FF
foul,90.2,0.735,2.083,Four-seam FB,FF
foul,75.7,0.12,3.083,Curveball,CU
foul,94,0.668,2.595,Sinker,SI
foul,92.7,0.907,2.012,Four-seam FB,FF
swinging_strike,94.8,0.193,1.844,Four-seam FB,FF
hit_into_play,93.974,1.169,3.244,Four-seam FB,FF
foul,97,0.191,2.649,Four-seam FB,FF
hit_into_play,92,-0.357,2.737,Four-seam FB,FF
foul,76.5,-0.092,2.328,Curveball,CU
hit_into_play,82.137,1.128,1.73,Slider,SL
hit_into_play,87.5,0.302,3.219,Slider,SL
swinging_strike,83,1.24,1.154,Cutter,FC
hit_into_play,87.9,0.414,2.07,Slider,SL
foul,92,-0.078,3.234,Four-seam FB,FF
foul,96.2,-0.461,3.718,Two-seam FB,FT
swinging_strike,92.4,0.112,3.032,Four-seam FB,FF
hit_into_play,87.2,0.126,1.937,Slider,SL
hit_into_play,93.46,0.002,2.323,Sinker,SI
foul,92.804,0.773,3.113,Sinker,SI
hit_into_play,88.2,-0.943,2.953,Two-seam FB,FT
hit_into_play,90.2,0.598,2.57,Cutter,FC
swinging_strike,84,1.086,0.889,Slider,SL
foul,91.3,0.697,1.932,Four-seam FB,FF
hit_into_play,89.629,0.041,2.982,Sinker,SI
swinging_strike,88.4,0.412,1.385,Slider,SL
foul,93.6,0.112,2.714,Four-seam FB,FF
hit_into_play,93.289,0.718,2.163,Two-seam FB,FT
foul,82.2,0.126,3.055,Slider,SL
foul,89.7,0.74,1.85,Four-seam FB,FF
hit_into_play,93.5,-0.801,2.153,Two-seam FB,FT
swinging_strike,87.027,1.444,1.866,Slider,SL
hit_into_play,82.8,0.258,1.989,Slider,SL
swinging_strike,82.1,1.088,1.195,Splitter,FS
hit_into_play,89.7,-0.88,2.05,Two-seam FB,FT
foul,73.555,-0.577,2.166,Changeup,CH
swinging_strike,83.6,-0.249,2.303,Slider,SL
hit_into_play,85.1,0.464,2.348,Sinker,SI
swinging_strike,85,1.192,1.477,Slider,SL
swinging_strike,79.9,0.204,0.836,Changeup,CH
swinging_strike,76.4,-0.846,2.073,Curveball,CU
foul,90.4,-0.555,2.483,Cutter,FC
foul,91.5,0.421,1.907,Sinker,SI
hit_into_play,76.6,-0.398,2.527,Slider,SL
hit_into_play,91.7,0.63,2.29,Cutter,FC
foul,94.5,-1.216,3.31,Four-seam FB,FF
swinging_strike,85.7,-0.598,2.172,Slider,SL
foul,90.1,0.008,2.948,Sinker,SI
foul,96,0.898,2.283,Four-seam FB,FF
swinging_strike,90.8,0.702,3.12,Two-seam FB,FT
hit_into_play,76.5,-0.221,1.864,Curveball,CU
hit_into_play,92,1.008,2.355,Four-seam FB,FF
hit_into_play,81.8,0.413,1.688,Slider,SL
foul,78.1,-0.038,2.479,Changeup,CH
hit_into_play,90.694,0.218,2.38,Cutter,FC
swinging_strike,85.6,-0.037,3.362,Slider,SL
hit_into_play,87.8,-0.732,1.774,Sinker,SI
foul,94.2,-0.459,3.323,Four-seam FB,FF
swinging_strike,84.8,0.994,2.23,Cutter,FC
foul,89.6,-0.904,1.62,Two-seam FB,FT
foul,98.4,0.157,3.705,Four-seam FB,FF
swinging_strike,82.8,-0.14,1.315,Changeup,CH
swinging_strike,81.064,0.144,2.565,Curveball,CU
hit_into_play,75.9,0.561,1.595,Changeup,CH
foul,94.3,-0.773,1.819,Two-seam FB,FT
hit_into_play,73.8,0.804,1.817,Curveball,CU
swinging_strike,79.957,0.338,0.688,Slider,SL
foul,90.7,0.13,2.818,Two-seam FB,FT
foul,89.4,-0.382,1.15,Four-seam FB,FF
swinging_strike,75.195,0.598,2.106,Curveball,CU
foul,86.6,-0.074,3.049,Four-seam FB,FF
swinging_strike,89.033,-1.669,2.262,Sinker,SI
hit_into_play,85,0.996,1.359,Slider,SL
foul,93.3,-0.282,3.21,Four-seam FB,FF
foul,74.8,0.293,2.295,Curveball,CU
swinging_strike,74.252,-0.116,1.429,Curveball,CU
foul,85.6,0.375,2.313,Slider,SL
hit_into_play,86.7,-0.29,3.339,Four-seam FB,FF
hit_into_play,96.6,0.16,3.063,Four-seam FB,FF
hit_into_play,86.026,-0.134,1.861,Slider,SL
foul,87.5,-0.213,2.007,Sinker,SI
swinging_strike,87.2,1.069,1.101,Slider,SL
foul,91.5,0.549,2.481,Sinker,SI
foul,92.9,1.062,2.175,Cutter,FC
foul,91.101,0.047,1.842,Two-seam FB,FT
foul,93.3,-0.016,2.393,Four-seam FB,FF
foul,91.3,0.63,1.59,Sinker,SI
swinging_strike,94.937,0.563,3.167,Four-seam FB,FF
foul,94.1,0.417,2.739,Four-seam FB,FF
swinging_strike,95.4,-0.339,2.231,Four-seam FB,FF
swinging_strike,96,-0.649,0.976,Four-seam FB,FF
foul,84.2,1.039,2.168,Slider,SL
swinging_strike,84.699,0.807,1.164,Slider,SL
hit_into_play,77.741,0.261,0.807,Curveball,CU
swinging_strike,82,0.63,0.365,Curveball,CU
hit_into_play,93.9,-0.535,2.415,Two-seam FB,FT
foul,90.584,-0.979,1.757,Four-seam FB,FF
foul,87.7,-1.399,1.813,Changeup,CH
foul,74.045,0.869,2.242,Curveball,CU
foul,95.1,-0.655,3.338,Four-seam FB,FF
foul,89.2,0.565,2.675,Sinker,SI
foul,92.5,-0.029,3.774,Four-seam FB,FF
foul,90.6,0.139,2.976,Two-seam FB,FT
hit_into_play,89.5,-1.009,2.251,Two-seam FB,FT
foul,79.979,-0.406,2.088,Curveball,CU
swinging_strike,88.1,1.562,1.428,Slider,SL
foul,94.2,-0.673,2.133,Four-seam FB,FF
swinging_strike,73.4,-0.676,1.871,Curveball,CU
hit_into_play,94.6,0.718,3.071,Four-seam FB,FF
foul,92.9,-0.005,2.692,Four-seam FB,FF
swinging_strike,90.1,-0.305,0.775,Changeup,CH
hit_into_play,91.2,0.34,1.234,Four-seam FB,FF
foul,81.5,-1.125,3.173,Curveball,CU
foul,92,0.005,1.835,Sinker,SI
hit_into_play,91.9,0.055,2.248,Sinker,SI
swinging_strike,95.6,0.079,3.601,Four-seam FB,FF
foul,91.1,0.79,3.11,Four-seam FB,FF
hit_into_play,90.488,-0.607,2.351,Sinker,SI
foul,91.7,-0.43,2.609,Four-seam FB,FF
swinging_strike,88.9,-0.613,3.419,Four-seam FB,FF
swinging_strike,83.1,1.104,1.148,Slider,SL
foul,94.8,-0.585,3.081,Four-seam FB,FF
hit_into_play,76.2,0.023,1.962,Knuckle Curve,KC
foul,87.322,-1.175,2.469,Sinker,SI
foul,91.1,-1.134,3.604,Four-seam FB,FF
hit_into_play,90.002,0.337,2.394,Two-seam FB,FT
foul,97.8,-1.098,2.736,Two-seam FB,FT
foul,92.3,-0.356,3.174,Sinker,SI
hit_into_play,71.7,0.477,1.602,Curveball,CU
foul,90.6,0.304,2.842,Four-seam FB,FF
foul,93.3,0.949,2.701,Sinker,SI
foul,91,0.62,1.849,Four-seam FB,FF
hit_into_play,93.5,0.556,1.714,Sinker,SI
swinging_strike,93.4,0.146,3.508,Cutter,FC
swinging_strike,95.536,-0.721,2.635,Four-seam FB,FF
swinging_strike,83.7,1.19,1.189,Slider,SL
hit_into_play,88.6,-1.124,2.518,Four-seam FB,FF
hit_into_play,92.8,0.298,2.551,Two-seam FB,FT
foul,81.8,0.729,1.931,Slider,SL
foul,87.9,-0.355,2.738,Changeup,CH
hit_into_play,89.6,-1.029,2.589,Sinker,SI
hit_into_play,86.486,-0.03,2.076,Changeup,CH
hit_into_play,95.3,0.322,2.466,Four-seam FB,FF
swinging_strike,79.8,0.563,1.273,Slider,SL
hit_into_play,84,0.664,0.688,Changeup,CH
foul,77.3,0.096,2.886,Slider,SL
foul,78.6,-0.838,1.697,Changeup,CH
swinging_strike,84.3,0.79,1.525,Curveball,CU
hit_into_play,90.6,0.06,1.735,Two-seam FB,FT
swinging_strike,86,0.496,1.471,Slider,SL
swinging_strike,85.7,0.1,1.53,Slider,SL
hit_into_play,94.9,0.341,2.588,Four-seam FB,FF
hit_into_play,84.2,0.554,2.319,Cutter,FC
hit_into_play,80.002,0.523,2.74,Slider,SL
swinging_strike,73.3,0.378,1.053,Curveball,CU
hit_into_play,91.5,0.354,1.41,Two-seam FB,FT
foul,91.2,1.411,3.143,Cutter,FC
swinging_strike,77.2,-0.479,1.612,Changeup,CH
foul,95.1,0.762,2.941,Four-seam FB,FF
foul,90.9,-0.01,1.365,Four-seam FB,FF
hit_into_play,92.4,0.357,1.885,Four-seam FB,FF
swinging_strike,90.5,0.926,2.65,Four-seam FB,FF
foul,96.3,0.475,2.912,Four-seam FB,FF
foul,84.472,0.504,2.761,Slider,SL
hit_into_play,86.183,-0.651,2.441,Four-seam FB,FF
swinging_strike,87.7,0.864,1.447,Slider,SL
foul,80.4,0.139,1.472,Slider,SL
foul,77.9,-1.258,3.616,Knuckleball,KN
swinging_strike,88.7,-0.848,1.066,Sinker,SI
foul,92.5,0.332,3.699,Four-seam FB,FF
foul,95.3,0.276,2.46,Sinker,SI
hit_into_play,82.7,0.104,1.763,Knuckle Curve,KC
hit_into_play,91.2,-1.239,2.557,Four-seam FB,FF
hit_into_play,91.425,-1.442,1.728,Four-seam FB,FF
foul,89.4,0.256,2.549,Sinker,SI
hit_into_play,75.493,0.691,2.261,Curveball,CU
hit_into_play,91.4,0.692,2.892,Two-seam FB,FT
hit_into_play,86.719,-0.229,2.069,Cutter,FC
foul,91.5,-0.205,1.161,Two-seam FB,FT
hit_into_play,85.847,-0.103,1.97,Cutter,FC
foul,80.2,0.165,2.124,Slider,SL
foul,94.503,0.487,2.611,Sinker,SI
foul,86.5,-0.121,3.249,Sinker,SI
foul,93.6,0.495,2.722,Four-seam FB,FF
foul,86.568,0.368,1.539,Slider,SL
swinging_strike,83.064,1.046,2.163,Slider,SL
foul,93.7,-0.936,2.096,Two-seam FB,FT
hit_into_play,91.9,-0.149,2.212,Four-seam FB,FF
foul,88.5,0.513,2.78,Changeup,CH
foul,91.4,1.406,2.038,Four-seam FB,FF
foul,93.2,-0.24,3.173,Four-seam FB,FF
hit_into_play,88.8,-0.162,1.795,Four-seam FB,FF
swinging_strike,86.2,0.03,1.29,Cutter,FC
swinging_strike,79.7,0.427,0.328,Curveball,CU
foul,94.7,-0.931,1.885,Four-seam FB,FF
swinging_strike,94.4,0.279,2.12,Four-seam FB,FF
foul,89.7,-0.171,2.246,Sinker,SI
hit_into_play,79.95,-0.075,1.936,Slider,SL
swinging_strike,91.4,0.398,3.169,Four-seam FB,FF
foul,84.1,0.4,2.863,Sinker,SI
hit_into_play,91.4,-0.669,2.568,Sinker,SI
foul,84.1,-0.666,3.447,Sinker,SI
hit_into_play,84.294,0.887,2.464,Slider,SL
foul,94.536,-0.415,2.969,Two-seam FB,FT
hit_into_play,95.2,0.799,2.736,Four-seam FB,FF
hit_into_play,90.3,-0.43,1.61,Changeup,CH
hit_into_play,92.2,-0.172,2.74,Four-seam FB,FF
swinging_strike,92.3,0.575,3.169,Four-seam FB,FF
foul,92.7,-0.298,3.073,Four-seam FB,FF
swinging_strike,80.199,-0.446,0.917,Splitter,FS
hit_into_play,80.3,0.634,1.075,Curveball,CU
swinging_strike,92.5,1.031,2.214,Cutter,FC
hit_into_play,93.7,-0.436,1.195,Four-seam FB,FF
hit_into_play,73.7,-0.294,2.419,Curveball,CU
foul,93.073,-0.314,2.81,Four-seam FB,FF
swinging_strike,93.9,-0.434,3.233,Four-seam FB,FF
swinging_strike,85.5,1.581,1.669,Slider,SL
foul,81.9,0.307,2.51,Slider,SL
swinging_strike,93.1,-0.381,2.721,Four-seam FB,FF
foul,92.199,-0.366,1.776,Four-seam FB,FF
hit_into_play,87.5,0.489,1.968,Slider,SL
hit_into_play,91.1,-0.65,2.334,Four-seam FB,FF
swinging_strike,85.2,0.64,2.211,Slider,SL
hit_into_play,82.1,-0.233,2.802,Knuckle Curve,KC
swinging_strike,75.8,0.827,0.95,Curveball,CU
swinging_strike,88.343,-0.314,1.755,Four-seam FB,FF
foul,81.982,-0.026,1.573,Slider,SL
hit_into_play,89.7,0.068,1.942,Sinker,SI
swinging_strike,88.5,0.229,1.578,Slider,SL
foul,88.4,-0.101,2.456,Four-seam FB,FF
foul,90.2,-1.003,2.729,Four-seam FB,FF
swinging_strike,80.4,0.7,1.549,Slider,SL
foul,88.5,0.826,2.507,Four-seam FB,FF
foul,97.6,-0.654,3.316,Four-seam FB,FF
hit_into_play,80,0.313,2.423,Slider,SL
hit_into_play,93.5,0.858,2.491,Four-seam FB,FF
hit_into_play,93.7,0.007,3.142,Four-seam FB,FF
foul,92.4,0.596,1.811,Four-seam FB,FF
hit_into_play,90.121,-0.443,3.248,Changeup,CH
foul,98.8,-0.707,3.421,Four-seam FB,FF
foul,93.8,0.898,2.657,Four-seam FB,FF
hit_into_play,92.8,0.03,3.18,Four-seam FB,FF
foul,81.6,0.349,2.101,Slider,SL
swinging_strike,91.2,-1.569,2.17,Four-seam FB,FF
foul,90,0.038,2.461,Four-seam FB,FF
hit_into_play,96,-0.115,1.807,Two-seam FB,FT
foul,90.841,0.287,3.545,Four-seam FB,FF
swinging_strike,84.2,1.101,2.262,Slider,SL
hit_into_play,79.338,0.688,1.783,Slider,SL
hit_into_play,83.2,1.052,2.831,Slider,SL
hit_into_play,90.8,-0.426,2.44,Four-seam FB,FF
hit_into_play,97.4,0.145,2.677,Four-seam FB,FF
hit_into_play,92,-0.621,2.464,Four-seam FB,FF
hit_into_play,91.6,-0.608,2.157,Four-seam FB,FF
hit_into_play,87.6,0.486,2.277,Four-seam FB,FF
foul,95.866,0.826,2.818,Four-seam FB,FF
hit_into_play,90.8,0.391,1.897,Four-seam FB,FF
foul,95.9,1.252,2.352,Four-seam FB,FF
foul,92.4,0.198,2.408,Two-seam FB,FT
hit_into_play,91.291,0.243,2.868,Four-seam FB,FF
foul,91.5,0.028,2.076,Four-seam FB,FF
foul,92.171,-0.618,1.719,Sinker,SI
foul,95.99,0.421,1.735,Four-seam FB,FF
foul,90.322,0.085,2.064,Four-seam FB,FF
hit_into_play,81.801,0.072,2.97,Cutter,FC
swinging_strike,75.7,-0.23,2.483,Curveball,CU
swinging_strike,92.1,-0.499,3.349,Four-seam FB,FF
foul,91.6,-0.862,2.478,Four-seam FB,FF
hit_into_play,85.137,0.016,3.124,Slider,SL
foul,92.1,0.433,1.652,Four-seam FB,FF
foul,93.4,1.431,2.756,Four-seam FB,FF
swinging_strike,80.5,0.498,1.361,Slider,SL
foul,88.7,0.473,1.38,Cutter,FC
swinging_strike,80.2,0.838,1.696,Curveball,CU
foul,93.662,-0.303,2.705,Four-seam FB,FF
hit_into_play,98.7,-0.393,2.153,Four-seam FB,FF
swinging_strike,82.6,-0.248,3.783,Slider,SL
foul,92.3,0.558,2.14,Cutter,FC
swinging_strike,92.393,0.172,2.928,Four-seam FB,FF
hit_into_play,85.269,0.616,1.6,Slider,SL
foul,83.7,0.699,2.133,Slider,SL
hit_into_play,89,0.24,2.08,Four-seam FB,FF
foul,89.5,0.089,2.652,Cutter,FC
hit_into_play,80.4,-0.642,2.507,Slider,SL
hit_into_play,91.7,-0.223,1.674,Four-seam FB,FF
hit_into_play,79.587,-0.845,3.09,Cutter,FC
foul,95.8,0.695,2.061,Four-seam FB,FF
hit_into_play,89.7,0.61,1.956,Slider,SL
hit_into_play,89.5,0.009,1.766,Two-seam FB,FT
swinging_strike,91.5,-0.139,3.25,Four-seam FB,FF
hit_into_play,92,-0.062,2.471,Four-seam FB,FF
foul,91.7,0.061,3.122,Four-seam FB,FF
foul,92.8,0.083,2.113,Four-seam FB,FF
foul,91.904,-0.191,2.374,Four-seam FB,FF
hit_into_play,82.578,-0.831,3.082,Curveball,CU
hit_into_play,92.5,-0.778,2.869,Four-seam FB,FF
hit_into_play,92.7,0.368,1.977,Four-seam FB,FF
foul,94.061,-0.86,3.203,Four-seam FB,FF
hit_into_play,92.1,0.157,2.471,Four-seam FB,FF
hit_into_play,91.376,0.392,2.679,Two-seam FB,FT
foul,95.6,0.466,2.689,Four-seam FB,FF
hit_into_play,94.3,0.228,3.174,Four-seam FB,FF
foul,85.2,0.35,2.55,Changeup,CH
foul,88.8,0.255,2.194,Cutter,FC
swinging_strike,97.6,0.258,1.776,Sinker,SI
foul,94.927,-0.27,1.452,Four-seam FB,FF
swinging_strike,83.484,0.739,1.007,Splitter,FS
hit_into_play,92.8,-0.854,1.836,Sinker,SI
hit_into_play,93.8,0.178,2.448,Sinker,SI
foul,91.08,-0.833,3.624,Four-seam FB,FF
foul,83.967,-0.336,2.636,Cutter,FC
hit_into_play,89,0.293,2.465,Two-seam FB,FT
foul,79.5,-0.398,2.227,Slider,SL
hit_into_play,80.2,-0.15,2.558,Slider,SL
hit_into_play,79.766,-0.147,2.765,Splitter,FS
foul,84.1,0.12,1.008,Slider,SL
hit_into_play,90.9,0.776,2.944,Sinker,SI
foul,74.4,-0.596,1.831,Curveball,CU
swinging_strike,88.3,1.024,1.273,Slider,SL
foul,90.8,0.199,2.463,Four-seam FB,FF
swinging_strike,96.8,1.095,1.742,Four-seam FB,FF
swinging_strike,85.4,1.144,1.476,Slider,SL
swinging_strike,86.3,0.052,2.913,Slider,SL
hit_into_play,94.261,0.716,2.584,Two-seam FB,FT
foul,82.4,0.854,0.856,Knuckle Curve,KC
hit_into_play,87.3,0.412,1.228,Four-seam FB,FF
hit_into_play,93.3,-0.061,2.717,Four-seam FB,FF
foul,97.2,-0.01,1.79,Four-seam FB,FF
hit_into_play,88.7,-0.021,2.289,Four-seam FB,FF
foul,93.6,-0.17,2.947,Four-seam FB,FF
