event_type,initial_speed,plate_x,plate_z,pitch_name,pitch_type
hit_into_play,96.5,0.515,1.835,Four-seam FB,FF
hit_into_play,84.5,0.512,1.206,Changeup,CH
hit_into_play,92.1,-0.079,1.877,Sinker,SI
swinging_strike,87.6,1.347,0.87,Slider,SL
hit_into_play,92.4,-0.773,3.066,Four-seam FB,FF
foul,93.8,-0.414,2.847,Four-seam FB,FF
swinging_strike,74.5,0.164,1.892,Curveball,CU
swinging_strike,91.2,1.027,2.242,Four-seam FB,FF
foul,91.9,0.766,2.682,Four-seam FB,FF
swinging_strike,85,0.015,2.799,Slider,SL
foul,90.199,0.213,2.307,Four-seam FB,FF
foul,92.775,-0.58,1.902,Four-seam FB,FF
swinging_strike,88.513,-0.442,2.818,Slider,SL
hit_into_play,91.6,0.517,2.77,Four-seam FB,FF
hit_into_play,81.693,0.141,1.321,Knuckle Curve,KC
foul,91.9,0.345,1.387,Sinker,SI
swinging_strike,77.6,0.217,1.644,Knuckle Curve,KC
foul,95.4,-0.252,1.751,Two-seam FB,FT
foul,88.6,-0.173,2.987,Four-seam FB,FF
hit_into_play,89.091,1.015,2.771,Two-seam FB,FT
swinging_strike,94.2,-0.164,2.712,Four-seam FB,FF
swinging_strike,84.5,0.3,1.34,Cutter,FC
swinging_strike,76.7,0.275,2.513,Curveball,CU
foul,90.9,-0.382,3.362,Four-seam FB,FF
hit_into_play,94.4,0.541,3.528,Four-seam FB,FF
swinging_strike,90.2,0.585,1.152,Sinker,SI
swinging_strike,84.5,0.339,1.57,Slider,SL
foul,92.1,1.338,3.105,Four-seam FB,FF
hit_into_play,88.4,0.326,2.132,Four-seam FB,FF
hit_into_play,91.8,0.59,1.62,Sinker,SI
foul,87,0.831,2.101,Four-seam FB,FF
foul,79.2,0.686,1.35,Changeup,CH
hit_into_play,82.154,-0.209,2.681,Slider,SL
swinging_strike,91.6,-0.97,2.748,Four-seam FB,FF
hit_into_play,89.9,-0.718,2.618,Two-seam FB,FT
foul,95.7,0.518,3.461,Four-seam FB,FF
hit_into_play,83.6,-0.849,2.269,Changeup,CH
swinging_strike,77.9,1.309,1.583,Curveball,CU
foul,91,0.559,2.841,Four-seam FB,FF
foul,94.8,-0.279,3.029,Four-seam FB,FF
foul,93.7,0.688,1.906,Four-seam FB,FF
foul,92.2,-0.519,3.131,Two-seam FB,FT
hit_into_play,85.473,-0.205,1.63,Slider,SL
hit_into_play,89.1,-1.392,2.182,Two-seam FB,FT
foul,90.889,-0.765,1.537,Four-seam FB,FF
hit_into_play,94.9,-0.627,2.273,Four-seam FB,FF
foul,93.1,-0.767,0.942,Sinker,SI
foul,94.6,0.171,2.432,Cutter,FC
hit_into_play,88.9,0.006,1.755,Four-seam FB,FF
foul,97.4,0.17,2.697,Four-seam FB,FF
foul,90.1,0.931,3.645,Sinker,SI
foul,82.7,0.63,1.113,Slider,SL
hit_into_play,92,-1.327,2.914,Sinker,SI
foul,87.4,-0.045,2.441,Cutter,FC
foul,86,-0.949,2.483,Splitter,FS
foul,94.2,-0.552,3.138,Four-seam FB,FF
foul,97.3,0.696,3.541,Four-seam FB,FF
hit_into_play,94.3,-0.576,2.233,Two-seam FB,FT
swinging_strike,94,0.419,2.82,Four-seam FB,FF
foul,76.2,-0.586,2.018,Curveball,CU
foul,83,0.917,2.177,Slider,SL
foul,91.282,-0.908,1.405,Sinker,SI
hit_into_play,91.4,0.01,2.701,Two-seam FB,FT
foul,90.8,0.502,2.831,Cutter,FC
hit_into_play,90.4,0.837,2.433,Sinker,SI
foul,86.3,0.778,2.328,Four-seam FB,FF
hit_into_play,82.2,-0.014,2.698,Slider,SL
foul,93.8,0.088,1.755,Four-seam FB,FF
foul,84.1,0.271,1.592,Slider,SL
swinging_strike,80.9,0.829,1.922,Curveball,CU
swinging_strike,88.3,1.069,1.924,Cutter,FC
foul,88.7,-0.195,2.536,Four-seam FB,FF
swinging_strike,83.4,0.133,1.074,Changeup,CH
foul,91.2,0.307,3.089,Sinker,SI
hit_into_play,91.609,-0.611,1.766,Sinker,SI
hit_into_play,92,-0.385,2.166,Two-seam FB,FT
hit_into_play,79.4,0.534,2.02,Curveball,CU
hit_into_play,90.8,0.477,2.812,Two-seam FB,FT
foul,92.7,-0.052,1.951,Four-seam FB,FF
swinging_strike,79.9,1.7,0.279,Slider,SL
foul,94.93,1.03,2.801,Four-seam FB,FF
foul,86.3,-0.274,1.63,Slider,SL
hit_into_play,90.5,-0.038,2.143,Sinker,SI
hit_into_play,92.1,0.863,2.86,Cutter,FC
foul,85.1,0.575,1.227,Cutter,FC
hit_into_play,81.4,-0.009,2.691,Slider,SL
swinging_strike,85.2,0.955,1.344,Knuckle Curve,KC
hit_into_play,84.6,0.479,2.407,Slider,SL
foul,91.497,0.765,1.97,Four-seam FB,FF
swinging_strike,71.6,0.35,1.457,Curveball,CU
hit_into_play,84.956,0.077,1.673,Slider,SL
swinging_strike,94,-0.077,3.433,Four-seam FB,FF
hit_into_play,94,-0.747,2.301,Two-seam FB,FT
hit_into_play,80.5,0.812,1.616,Curveball,CU
foul,93.6,0.1,2.939,Two-seam FB,FT
foul,90.3,-0.627,1.968,Sinker,SI
foul,91.089,-0.567,3.373,Two-seam FB,FT
hit_into_play,94.8,-0.272,2.033,Four-seam FB,FF
foul,89,-0.072,2.695,Two-seam FB,FT
swinging_strike,93.7,-0.197,2.502,Cutter,FC
foul,76.496,0.079,1.867,Curveball,CU
foul,93.344,0.402,1.807,Four-seam FB,FF
foul,86.5,0.618,3.157,Four-seam FB,FF
foul,88.1,0.05,2.11,Cutter,FC
hit_into_play,93.683,0.177,1.581,Four-seam FB,FF
hit_into_play,91.3,-0.393,1.955,Sinker,SI
hit_into_play,87.8,-0.163,3.036,Two-seam FB,FT
foul,91.6,0.908,2.818,Four-seam FB,FF
foul,87.4,0.884,1.996,Changeup,CH
hit_into_play,77.057,0.188,2.364,Curveball,CU
foul,90.5,0.86,2.93,Four-seam FB,FF
swinging_strike,84,0.098,1.881,Cutter,FC
foul,91.637,0.271,3.449,Four-seam FB,FF
foul,94.3,0.381,3.349,Cutter,FC
hit_into_play,92.1,-1.398,3.353,Four-seam FB,FF
foul,94.6,0.222,2.27,Sinker,SI
hit_into_play,93.1,-1.336,1.785,Four-seam FB,FF
foul,89.724,-0.02,2.825,Four-seam FB,FF
foul,94.1,0.486,3.307,Four-seam FB,FF
foul,93.6,-1.094,2.836,Four-seam FB,FF
foul,79.107,0.418,2.74,Slider,SL
hit_into_play,89,0.587,1.571,Sinker,SI
foul,86.4,-0.08,2.59,Four-seam FB,FF
foul,92.9,0.519,2.269,Four-seam FB,FF
hit_into_play,91.379,0.051,2.389,Sinker,SI
hit_into_play,93.223,0.489,1.833,Four-seam FB,FF
swinging_strike,91.201,-0.09,3.477,Four-seam FB,FF
foul,94.5,-0.387,2.383,Four-seam FB,FF
foul,92.6,0.3,2.14,Four-seam FB,FF
foul,91.7,0.762,1.523,Slider,SL
hit_into_play,92.73,-0.399,1.94,Four-seam FB,FF
hit_into_play,94.6,-0.546,1.973,Two-seam FB,FT
foul,91.1,0.219,3.369,Sinker,SI
swinging_strike,94,-0.077,1.271,Four-seam FB,FF
foul,93.115,0.079,3.275,Four-seam FB,FF
hit_into_play,87,0.276,2.807,Cutter,FC
foul,78.6,-0.24,2.69,Changeup,CH
hit_into_play,89.698,0.046,2.521,Four-seam FB,FF
foul,82.6,0.839,2.346,Changeup,CH
foul,80.5,-1.52,2.083,Splitter,FS
foul,95.1,1.438,2.741,Four-seam FB,FF
foul,91.2,-0.284,2.402,Four-seam FB,FF
foul,91.3,-0.426,2.994,Two-seam FB,FT
hit_into_play,85.3,0.05,2.722,Slider,SL
hit_into_play,89.629,0.668,1.894,Cutter,FC
hit_into_play,90.1,0.197,2.628,Four-seam FB,FF
swinging_strike,83.8,0.81,1.342,Slider,SL
swinging_strike,81.7,0.554,0.858,Slider,SL
hit_into_play,91.7,0.405,1.995,Four-seam FB,FF
swinging_strike,83.4,1.429,1.462,Changeup,CH
hit_into_play,88.079,-0.201,2.534,Sinker,SI
swinging_strike,80.8,1.104,1.014,Slider,SL
hit_into_play,92.3,-0.129,2.097,Sinker,SI
foul,92.8,0.638,2.675,Four-seam FB,FF
foul,89.3,0.469,3.585,Sinker,SI
foul,92.4,0.215,3.179,Four-seam FB,FF
hit_into_play,92.1,-1.208,2.767,Two-seam FB,FT
foul,90.5,-0.42,2.727,Four-seam FB,FF
hit_into_play,86.4,-0.022,2.33,Two-seam FB,FT
hit_into_play,77,-0.073,1.956,Curveball,CU
hit_into_play,94.7,-0.566,2.427,Two-seam FB,FT
swinging_strike,78.1,1.334,0.928,Slider,SL
hit_into_play,90.1,0.197,2.628,Four-seam FB,FF
hit_into_play,79.2,0.345,2.619,Slider,SL
swinging_strike,85,0.282,1.597,Slider,SL
foul,94.044,0.118,2.503,Four-seam FB,FF
foul,97.7,0.492,2.342,Four-seam FB,FF
hit_into_play,94.9,0.422,2.143,Four-seam FB,FF
foul,86.7,0.633,2.44,Slider,SL
hit_into_play,83.5,-1.077,1.705,Changeup,CH
foul,98.3,-0.21,2.27,Four-seam FB,FF
hit_into_play,81.4,0.488,2.636,Slider,SL
swinging_strike,83,1.432,0.915,Curveball,CU
hit_into_play,84.077,0.097,2.374,Four-seam FB,FF
foul,90.1,0.459,2.32,Four-seam FB,FF
foul,92.8,-0.675,2.072,Sinker,SI
hit_into_play,87.5,1.1,2.26,Cutter,FC
foul,93.3,0.39,2.31,Four-seam FB,FF
hit_into_play,78.2,0.376,2.294,Slider,SL
foul,90.8,0.447,1.395,Slider,SL
hit_into_play,96,0.589,2.57,Two-seam FB,FT
hit_into_play,89.6,0.503,1.674,Sinker,SI
hit_into_play,93.799,0.259,3.048,Cutter,FC
foul,90.4,0.746,1.785,Two-seam FB,FT
hit_into_play,90.569,-0.723,1.798,Two-seam FB,FT
foul,96.9,1.179,2.276,Four-seam FB,FF
hit_into_play,90.5,-0.474,1.967,Sinker,SI
foul,94,-0.185,2.888,Four-seam FB,FF
hit_into_play,83.3,0.47,2.616,Slider,SL
foul,84.4,0.045,2.495,Four-seam FB,FF
hit_into_play,94.879,0.177,1.859,Four-seam FB,FF
swinging_strike,93.2,-0.893,1.953,Two-seam FB,FT
foul,83.1,-0.306,1.88,Knuckle Curve,KC
foul,92,-0.752,2.879,Two-seam FB,FT
foul,90.8,0.206,2.456,Four-seam FB,FF
foul,95,0.422,3.358,Four-seam FB,FF
swinging_strike,87.8,-0.189,1.844,Cutter,FC
hit_into_play,77.933,-0.957,2.272,Slider,SL
hit_into_play,89.4,-0.719,1.427,Changeup,CH
foul,88.6,0.364,1.045,Slider,SL
hit_into_play,75.9,0.16,1.37,Curveball,CU
foul,91.764,0.598,2.301,Four-seam FB,FF
hit_into_play,85,0.206,1.646,Changeup,CH
swinging_strike,82.3,0.012,1.82,Changeup,CH
swinging_strike,84.8,-0.189,2.078,Changeup,CH
foul,96.4,0.599,2.463,Four-seam FB,FF
hit_into_play,93.2,0.79,2.04,Sinker,SI
swinging_strike,93,-0.219,2.053,Four-seam FB,FF
hit_into_play,93.6,-1.08,1.92,Two-seam FB,FT
foul,79.1,-0.036,1.999,Slider,SL
foul,91.7,-1.226,3.347,Four-seam FB,FF
foul,91.6,0.342,3.61,Four-seam FB,FF
foul,83.4,0.73,1.416,Curveball,CU
hit_into_play,90.5,0.983,1.63,Slider,SL
swinging_strike,88.698,1.121,2.129,Slider,SL
foul,94.826,0.174,3.29,Four-seam FB,FF
hit_into_play,96,-1.79,2.87,Four-seam FB,FF
hit_into_play,85.2,0.404,2.081,Slider,SL
swinging_strike,83.03,-0.483,1.823,Changeup,CH
hit_into_play,96.2,0.125,2.47,Four-seam FB,FF
foul,91.7,0.488,3.305,Four-seam FB,FF
foul,88,-0.872,0.875,Changeup,CH
foul,94.1,0.054,2.183,Four-seam FB,FF
swinging_strike,82.2,0.863,1.521,Slider,SL
swinging_strike,84.3,0.274,1.014,Slider,SL
foul,96.1,-0.78,2.178,Four-seam FB,FF
hit_into_play,93.1,-0.01,2.597,Four-seam FB,FF
hit_into_play,86.8,0.602,1.92,Slider,SL
hit_into_play,75.2,0.361,2.461,Curveball,CU
swinging_strike,83.6,0.609,0.824,Changeup,CH
foul,96.6,-0.003,2.655,Sinker,SI
swinging_strike,94.7,-0.003,3.352,Cutter,FC
hit_into_play,93.5,-0.458,2.656,Four-seam FB,FF
swinging_strike,79.9,0.611,2.265,Slider,SL
swinging_strike,86.007,0.622,1.836,Slider,SL
swinging_strike,81.3,0.803,1.302,Slider,SL
foul,93.9,0.4,3.208,Four-seam FB,FF
foul,88.4,-0.475,2.15,Cutter,FC
foul,83.7,0.109,0.806,Slider,SL
foul,93.607,1.247,2.64,Sinker,SI
foul,82.7,-0.999,1.366,Changeup,CH
swinging_strike,79.5,0.253,1.232,Changeup,CH
foul,86.193,0.015,2.764,Slider,SL
hit_into_play,93.7,0.041,2.976,Four-seam FB,FF
hit_into_play,93.4,0.012,3.227,Four-seam FB,FF
foul,92.77,-0.375,2.627,Four-seam FB,FF
swinging_strike,92.882,-1.576,2.404,Sinker,SI
hit_into_play,93.5,-0.85,2.785,Four-seam FB,FF
foul,93.4,0.533,2.68,Two-seam FB,FT
foul,83.7,-0.326,2.572,Slider,SL
hit_into_play,80.2,-0.202,2.804,Changeup,CH
swinging_strike,84.601,0.057,1.522,Slider,SL
foul,76.2,0.303,2.636,Curveball,CU
hit_into_play,88.2,0.82,3.011,Sinker,SI
hit_into_play,80.568,-0.341,3.423,Slider,SL
swinging_strike,83.47,0.086,3.234,Slider,SL
foul,82.582,-0.444,3.394,Sinker,SI
foul,93.1,-0.76,2.695,Four-seam FB,FF
hit_into_play,94,-0.57,1.801,Four-seam FB,FF
hit_into_play,89.1,-0.117,2.211,Four-seam FB,FF
foul,69.2,0.249,1.914,Curveball,CU
hit_into_play,93.5,0.961,2.302,Four-seam FB,FF
foul,85.8,-0.353,2.642,Cutter,FC
hit_into_play,85.993,0.825,2.89,Four-seam FB,FF
hit_into_play,94.1,-0.372,1.886,Four-seam FB,FF
hit_into_play,97.7,0.114,2.604,Four-seam FB,FF
swinging_strike,98,0.272,2.052,Four-seam FB,FF
hit_into_play,86.4,-0.215,2.164,Changeup,CH
foul,87.8,0.733,2.76,Slider,SL
hit_into_play,87.972,0.097,1.999,Four-seam FB,FF
hit_into_play,80.9,-0.005,1.343,Knuckle Curve,KC
hit_into_play,63.8,0.719,1.66,Curveball,CU
swinging_strike,81.9,1.568,2.263,Curveball,CU
foul,99.7,-0.739,2.471,Two-seam FB,FT
foul,81.3,0.08,2.86,Curveball,CU
swinging_strike,85.2,1.525,1.7,Curveball,CU
swinging_strike,87.6,0.805,1.782,Slider,SL
hit_into_play,97.4,-0.702,1.481,Four-seam FB,FF
hit_into_play,85.906,0.338,2.787,Slider,SL
foul,94.8,0.774,3.638,Four-seam FB,FF
foul,85.4,0.053,1.226,Slider,SL
swinging_strike,91.8,0.409,3.166,Four-seam FB,FF
foul,93.5,-0.641,1.909,Sinker,SI
foul,90.4,-0.121,3.041,Four-seam FB,FF
foul,92.5,0.99,2.321,Four-seam FB,FF
foul,74.9,-0.116,1.674,Knuckleball,KN
foul,84.4,0.48,2.678,Slider,SL
foul,80.6,-0.661,1.843,Splitter,FS
foul,91.2,0.489,2.881,Four-seam FB,FF
foul,91.8,-0.692,2.935,Four-seam FB,FF
hit_into_play,84.667,0.105,1.773,Slider,SL
foul,84.3,1.05,1.17,Curveball,CU
foul,83.4,-1.464,2.024,Four-seam FB,FF
foul,79.4,-1.076,2.089,Changeup,CH
hit_into_play,84.6,0.316,1.065,Changeup,CH
foul,93,0.245,1.254,Two-seam FB,FT
hit_into_play,86.188,0.899,1.957,Cutter,FC
hit_into_play,79.8,0.003,2.536,Changeup,CH
hit_into_play,85.8,0.607,2.015,Slider,SL
hit_into_play,93.2,-0.235,1.528,Two-seam FB,FT
hit_into_play,89.3,-0.316,2.435,Four-seam FB,FF
foul,79.6,1.753,2.326,Slider,SL
hit_into_play,101.9,0.289,2,Four-seam FB,FF
hit_into_play,88.4,-0.014,2.509,Four-seam FB,FF
foul,95.5,0.564,0.052,Two-seam FB,FT
swinging_strike,85.8,1.926,1.443,Slider,SL
foul,88.1,-0.293,1.04,Changeup,CH
swinging_strike,76.834,1.195,1.846,Slider,SL
foul,87.1,1.047,2.231,Four-seam FB,FF
foul,78.6,0.696,2.004,Curveball,CU
foul,93.6,-0.658,3.03,Four-seam FB,FF
hit_into_play,92.813,0.013,2.752,Four-seam FB,FF
foul,83.97,-0.561,2.177,Cutter,FC
foul,93.9,0.094,2.531,Four-seam FB,FF
hit_into_play,85.1,-0.388,1.855,Two-seam FB,FT
foul,79.8,-0.215,2.422,Slider,SL
hit_into_play,92.4,0.238,2.973,Four-seam FB,FF
hit_into_play,98,-0.314,3.581,Four-seam FB,FF
foul,94.5,-0.674,3.518,Four-seam FB,FF
foul,92.2,0.613,3.39,Slider,SL
hit_into_play,87.6,0.745,2.886,Cutter,FC
foul,92.6,-1.695,1.545,Two-seam FB,FT
hit_into_play,85.1,-0.656,2.274,Splitter,FS
foul,77.672,0.36,1.239,Curveball,CU
swinging_strike,85.9,-0.218,1.039,Curveball,CU
foul,92.747,-0.993,2.262,Four-seam FB,FF
foul,96.1,-0.267,1.777,Four-seam FB,FF
hit_into_play,82.807,0.31,2.218,Slider,SL
swinging_strike,81.5,0.342,1.326,Slider,SL
swinging_strike,91.6,1.594,4.035,Four-seam FB,FF
hit_into_play,91.5,-0.471,2.427,Two-seam FB,FT
foul,83.8,0.244,2.394,Curveball,CU
swinging_strike,90.3,0.367,2.862,Four-seam FB,FF
foul,94.1,-0.19,2.61,Two-seam FB,FT
hit_into_play,85.7,-0.174,1.646,Changeup,CH
foul,96.3,0.257,2.249,Four-seam FB,FF
foul,92.141,-1.112,1.388,Sinker,SI
foul,77.035,-0.377,2.184,Curveball,CU
foul,93.1,0.011,2.66,Four-seam FB,FF
foul,92.9,-0.4,2.47,Sinker,SI
foul,90.2,0.355,2.434,Four-seam FB,FF
hit_into_play,92.6,-0.384,1.983,Four-seam FB,FF
hit_into_play,89.5,-0.863,1.909,Two-seam FB,FT
swinging_strike,92.3,-0.256,1.599,Four-seam FB,FF
foul,92.1,-0.109,3.416,Four-seam FB,FF
foul,89.965,-0.72,1.362,Four-seam FB,FF
foul,85.4,0.976,1.805,Slider,SL
foul,92.7,-0.415,2.946,Four-seam FB,FF
swinging_strike,92.1,0.927,1.659,Sinker,SI
foul,81.915,-1.053,1.793,Splitter,FS
swinging_strike,74.975,0.513,2.008,Slider,SL
hit_into_play,92.4,0.331,2.933,Four-seam FB,FF
foul,93.6,0.358,2.902,Four-seam FB,FF
swinging_strike,80.7,-0.137,0.848,Changeup,CH
foul,92.4,-0.083,2.408,Four-seam FB,FF
foul,84.421,-0.366,2.16,Slider,SL
foul,88.5,-1.066,1.934,Four-seam FB,FF
foul,88.459,0.131,1.594,Sinker,SI
hit_into_play,79.7,-0.539,1.031,Curveball,CU
swinging_strike,80.2,0.703,0.708,Slider,SL
hit_into_play,92.8,0.502,2.298,Sinker,SI
foul,85.9,1.611,2.137,Slider,SL
swinging_strike,96,-0.01,0.969,Sinker,SI
swinging_strike,75.9,0.607,1.541,Curveball,CU
swinging_strike,95.5,-0.49,2.809,Four-seam FB,FF
hit_into_play,95.9,-0.08,3.176,Two-seam FB,FT
hit_into_play,93.7,-0.624,1.924,Four-seam FB,FF
hit_into_play,91.5,0.187,1.974,Sinker,SI
foul,88.2,0.378,2.348,Four-seam FB,FF
hit_into_play,93.7,-1.043,2.945,Sinker,SI
swinging_strike,78.1,1.268,2.23,Slider,SL
hit_into_play,94.655,0.26,2.728,Cutter,FC
hit_into_play,87.4,0.075,3.041,Changeup,CH
hit_into_play,97.1,-0.981,2.621,Four-seam FB,FF
foul,89.181,-0.216,2.656,Two-seam FB,FT
swinging_strike,85.1,0.727,1.757,Knuckle Curve,KC
foul,93.2,-1.273,2.741,Two-seam FB,FT
foul,92.7,-0.174,2.004,Sinker,SI
foul,91.1,-0.121,1.127,Four-seam FB,FF
hit_into_play,88.2,0.289,2.91,Four-seam FB,FF
foul,91.8,-0.041,2.002,Four-seam FB,FF
foul,93.9,-0.127,3.224,Four-seam FB,FF
foul,92.5,0.521,2.828,Four-seam FB,FF
swinging_strike,85.4,-0.147,1.079,Slider,SL
hit_into_play,82,-0.721,2.613,Slider,SL
foul,90.7,-0.08,1.373,Two-seam FB,FT
foul,93.3,0.745,2.752,Sinker,SI
swinging_strike,83.7,0.868,1.188,Cutter,FC
foul,71.916,-0.217,2.88,Curveball,CU
foul,89.1,0.327,1.864,Two-seam FB,FT
foul,94.3,-0.043,2.026,Sinker,SI
swinging_strike,91.9,-0.72,3.21,Sinker,SI
foul,93.8,0.01,3.03,Four-seam FB,FF
hit_into_play,70.4,0.787,1.286,Curveball,CU
swinging_strike,83.3,-0.539,0.844,Changeup,CH
hit_into_play,94.7,-0.019,1.715,Four-seam FB,FF
swinging_strike,97.1,0.2,2.03,Four-seam FB,FF
foul,92.5,-1.272,3.045,Sinker,SI
hit_into_play,78,0.466,2.418,Slider,SL
foul,93.6,-0.091,2.516,Four-seam FB,FF
foul,91.509,-0.927,1.937,Sinker,SI
foul,92.2,-0.309,2.648,Four-seam FB,FF
hit_into_play,69,-0.039,1.057,Curveball,CU
foul,92.7,0.443,2.706,Two-seam FB,FT
hit_into_play,81.7,0.218,2.411,Slider,SL
foul,92,-0.483,2.923,Four-seam FB,FF
foul,91.8,-0.285,2.825,Four-seam FB,FF
swinging_strike,94.326,-0.174,3.181,Four-seam FB,FF
swinging_strike,86,0.183,1.921,Changeup,CH
hit_into_play,93.4,0.398,1.881,Four-seam FB,FF
swinging_strike,91.065,0.635,1.494,Sinker,SI
foul,95.1,0.225,2.499,Two-seam FB,FT
swinging_strike,84.724,1.128,2.029,Slider,SL
swinging_strike,85.2,1.089,1.83,Curveball,CU
foul,95.6,0.592,2.949,Four-seam FB,FF
foul,91.9,0.249,2.67,Four-seam FB,FF
foul,90.7,0.87,1.672,Four-seam FB,FF
swinging_strike,92,-0.272,3.607,Cutter,FC
foul,93.355,-1.286,3.098,Four-seam FB,FF
foul,91,0.161,2.448,Four-seam FB,FF
swinging_strike,88,-0.599,3.833,Slider,SL
foul,90.7,-1.472,2.45,Two-seam FB,FT
foul,91.2,-0.694,1.244,Four-seam FB,FF
hit_into_play,88,-0.273,3.28,Slider,SL
foul,81.5,0.538,2.045,Changeup,CH
swinging_strike,63.559,-0.24,2.555,Knuckleball,KN
foul,81.603,-0.477,1.866,Changeup,CH
swinging_strike,80.1,-0.651,1.929,Curveball,CU
swinging_strike,83.4,-0.833,1.287,Changeup,CH
swinging_strike,84.3,0.676,1.36,Slider,SL
foul,93.1,-0.115,3.371,Four-seam FB,FF
foul,89.5,-0.055,1.87,Two-seam FB,FT
foul,77.8,0.139,1.791,Changeup,CH
swinging_strike,91,0.305,2.12,Four-seam FB,FF
swinging_strike,90.7,0.229,3.083,Four-seam FB,FF
foul,95.8,-1.202,1.448,Four-seam FB,FF
hit_into_play,92.2,0.962,2.126,Sinker,SI
foul,91.3,0.343,2.902,Sinker,SI
swinging_strike,80,0.838,0.992,Slider,SL
foul,88.6,0.053,1.588,Two-seam FB,FT
foul,93.4,0.867,1.778,Four-seam FB,FF
swinging_strike,80.7,-0.037,3.225,Curveball,CU
foul,90.4,-0.124,2.982,Sinker,SI
foul,85.718,0.803,2.423,Slider,SL
hit_into_play,95,-0.141,2.658,Four-seam FB,FF
foul,78.8,0.374,1.438,Curveball,CU
foul,94.2,0.274,2.127,Four-seam FB,FF
foul,94.697,-0.197,1.146,Two-seam FB,FT
foul,97.9,-0.109,1.863,Four-seam FB,FF
swinging_strike,83.339,0.55,1.275,Slider,SL
swinging_strike,95.8,0.063,1.283,Two-seam FB,FT
hit_into_play,82.7,-0.24,2.11,Changeup,CH
hit_into_play,84.1,-0.367,2.389,Four-seam FB,FF
hit_into_play,85.1,0.095,2.293,Slider,SL
foul,84.1,0.881,1.532,Slider,SL
foul,82.71,0.201,3.26,Sinker,SI
swinging_strike,85.494,1.245,1.771,Slider,SL
swinging_strike,90.925,-0.366,1.871,Four-seam FB,FF
foul,88.2,0.683,1.996,Four-seam FB,FF
foul,73.2,0.87,2.32,Curveball,CU
swinging_strike,87.5,0.241,1.805,Cutter,FC
hit_into_play,86,0.74,2.01,Cutter,FC
foul,93.4,0.884,2.131,Four-seam FB,FF
hit_into_play,91.058,0.264,3.094,Four-seam FB,FF
hit_into_play,91.7,0.062,2.053,Four-seam FB,FF
hit_into_play,90.6,0.982,2.301,Cutter,FC
hit_into_play,81.8,0.502,2.054,Cutter,FC
swinging_strike,89.6,0.495,1.873,Slider,SL
foul,80.804,1.017,4.012,Slider,SL
foul,85.1,0.35,2.063,Slider,SL
foul,85,-0.352,2.516,Cutter,FC
hit_into_play,83.4,0.131,1.629,Changeup,CH
foul,84.1,-0.286,2.487,Curveball,CU
hit_into_play,93.4,-0.363,2.528,Sinker,SI
swinging_strike,81.55,0.377,2.288,Slider,SL
foul,92,0.124,2.295,Four-seam FB,FF
swinging_strike,83.5,0.384,1.372,Slider,SL
swinging_strike,88.8,-0.403,1.766,Changeup,CH
foul,84.6,-0.322,3.447,Slider,SL
foul,68.5,1.167,1.607,Curveball,CU
foul,93,0.66,1.79,Four-seam FB,FF
foul,92.1,-0.33,2.32,Sinker,SI
hit_into_play,87.8,0.143,1.57,Sinker,SI
foul,83.6,0.841,1.533,Slider,SL
swinging_strike,70.4,0.873,0.701,Curveball,CU
foul,94.4,-0.087,2.11,Four-seam FB,FF
swinging_strike,93.687,-0.494,3.758,Four-seam FB,FF
swinging_strike,91.2,0.905,1.971,Four-seam FB,FF
swinging_strike,81.6,0.686,2.758,Slider,SL
hit_into_play,94.5,-0.893,3.162,Four-seam FB,FF
hit_into_play,91,-0.656,1.558,Four-seam FB,FF
hit_into_play,76.5,0.633,2.41,Curveball,CU
foul,94.7,-0.322,2.785,Four-seam FB,FF
foul,81.734,-0.528,2.588,Changeup,CH
swinging_strike,94.172,0.53,2.986,Two-seam FB,FT
hit_into_play,87.806,0.113,2.652,Cutter,FC
foul,88.3,-0.099,2.605,Cutter,FC
swinging_strike,90.778,0.617,1.527,Slider,SL
hit_into_play,89.4,0.28,1.795,Sinker,SI
foul,94.2,-1.038,2.3,Four-seam FB,FF
hit_into_play,87.802,-0.236,2.468,Four-seam FB,FF
foul,65.797,-0.708,1.187,Knuckleball,KN
hit_into_play,91.619,0.04,2.189,Sinker,SI
foul,92.1,-0.631,3.127,Four-seam FB,FF
foul,83.5,0.258,2.703,Changeup,CH
swinging_strike,93.4,1.206,2.225,Four-seam FB,FF
swinging_strike,84.879,0.558,1.969,Cutter,FC
swinging_strike,79.6,-1.323,2.139,Changeup,CH
foul,84.9,1.45,1.917,Slider,SL
hit_into_play,83.5,0.747,2.618,Cutter,FC
foul,90.8,0.467,1.624,Four-seam FB,FF
foul,85.433,0.125,2.233,Slider,SL
swinging_strike,84.6,0.192,2.554,Slider,SL
swinging_strike,79.5,0.936,1.62,Curveball,CU
foul,93.874,0.933,1.715,Four-seam FB,FF
foul,95.3,0.398,2.61,Slider,SL
swinging_strike,97,0.18,2.4,Four-seam FB,FF
foul,95.669,-0.716,1.725,Cutter,FC
hit_into_play,88.559,-0.308,3.214,Sinker,SI
hit_into_play,82.045,0.322,1.542,Curveball,CU
foul,95.3,0.873,2.71,Four-seam FB,FF
hit_into_play,95.1,-0.645,1.938,Four-seam FB,FF
hit_into_play,75.593,0.273,3.411,Slider,SL
hit_into_play,80.1,-1.188,1.558,Changeup,CH
